"title","author","original"
"労働祭歌（※［＃ローマ数字1、1-13-21］）","松本淳三","「日本プロレタリア文学集・38プロレタリア詩集（一）」新日本出版社"
"労働の精神","百田宗治","「日本プロレタリア文学集・38プロレタリア詩集（一）」新日本出版社"
"おふくろへ","槇本楠郎","「日本プロレタリア文学集・39プロレタリア詩集（二）」新日本出版社"
"おれの飛行船","陀田勘助","「日本プロレタリア文学集・38プロレタリア詩集（一）」新日本出版社"
"全体の一人","陀田勘助","「日本プロレタリア文学集・38プロレタリア詩集（一）」新日本出版社"
"たんぽぽとおれの感傷","陀田勘助","「日本プロレタリア文学集・38プロレタリア詩集（一）」新日本出版社"
"春がふたたび牢獄にやってきた！","陀田勘助","「日本プロレタリア文学集・38プロレタリア詩集（一）」新日本出版社"
"一疋の昆虫","今野大力","「日本プロレタリア文学集・39プロレタリア詩集（二）」新日本出版社"
"金属女工の彼女","今野大力","「日本プロレタリア文学集・39プロレタリア詩集（二）」新日本出版社"
"屈辱","――市電の一労働者に代って――","「日本プロレタリア文学集・39プロレタリア詩集（二）」新日本出版社"
"胸に手を当てて","今野大力","「日本プロレタリア文学集・39プロレタリア詩集（二）」新日本出版社"
"二笑亭綺譚","跋","「二笑亭綺譚――50年目の再訪記」求龍堂"
"馬","猪狩満直","「日本プロレタリア文学集・39プロレタリア詩集（二）」新日本出版社"
"嵐の中で","――伊井千歳に贈る――","「日本プロレタリア文学集・39プロレタリア詩集（二）」新日本出版社"
"職場の歌","――遠き地にいったるあいつにおくる――","「日本プロレタリア文学集・39プロレタリア詩集（二）」新日本出版社"
"死の凱旋兵","国見善弘","「日本プロレタリア文学集・39プロレタリア詩集（二）」新日本出版社"
"極めて家庭的に","木村好子","「日本プロレタリア文学集・39プロレタリア詩集（二）」新日本出版社"
"身体検査日","倉橋潤一郎","「日本プロレタリア文学集・39プロレタリア詩集（二）」新日本出版社"
"みんな悲しげにそう思う","倉橋潤一郎","「日本プロレタリア文学集・39プロレタリア詩集（二）」新日本出版社"
"かつてわが悲しみは","三好達治","「三好達治全集第一卷」筑摩書房"
"「地球圖」序","太宰治","「太宰治全集11」筑摩書房"
"『姥捨』あとがき","太宰治","「太宰治全集11」筑摩書房"
"『思ひ出』序","太宰治","「太宰治全集11」筑摩書房"
"『風の便り』あとがき","太宰治","「太宰治全集11」筑摩書房"
"『玩具』あとがき","太宰治","「太宰治全集11」筑摩書房"
"『猿面冠者』あとがき","太宰治","「太宰治全集11」筑摩書房"
"『女性』あとがき","太宰治","「太宰治全集11」筑摩書房"
"『東京八景』あとがき","太宰治","「太宰治全集11」筑摩書房"
"『富嶽百景』序","太宰治","「太宰治全集11」筑摩書房"
"『女神』あとがき","太宰治","「太宰治全集11」筑摩書房"
"『ろまん燈籠』序","太宰治","「太宰治全集11」筑摩書房"
"『パンドラの匣』あとがき","太宰治","「太宰治全集11」筑摩書房"
"黒石の人たち","太宰治","「太宰治全集11」筑摩書房"
"田中君に就いて","――田中英光著『オリムポスの果實』序","「太宰治全集11」筑摩書房"
"断腸亭日乗","断膓亭日記巻之二大正七戊午年","「荷風全集第二十一巻」岩波書店"
"文庫版「芸術の円光」覚書","北原白秋","「白秋全集18」岩波書店"
"板垣先生の銅像を拝して","槇村浩","「槇村浩全集」平凡堂書店"
"犬の一年","槇村浩","「槇村浩全集」平凡堂書店"
"うさぎの餅つき","槇村浩","「槇村浩全集」平凡堂書店"
"大きな夢","槇村浩","「槇村浩全集」平凡堂書店"
"お節供","槇村浩","「槇村浩全集」平凡堂書店"
"おどり子の出世","槇村浩","「槇村浩全集」平凡堂書店"
"楽隊","槇村浩","「槇村浩全集」平凡堂書店"
"華厳経と法華経","槇村浩","「槇村浩全集」平凡堂書店"
"小犬と太郎さん","槇村浩","「槇村浩全集」平凡堂書店"
"孝太郎と悪太郎","槇村浩","「槇村浩全集」平凡堂書店"
"四季","槇村浩","「槇村浩全集」平凡堂書店"
"世界大戦の後","（時事問題）","「槇村浩全集」平凡堂書店"
"水車小屋","槇村浩","「槇村浩全集」平凡堂書店"
"世相の一面","槇村浩","「槇村浩全集」平凡堂書店"
"鶴と鶯","槇村浩","「槇村浩全集」平凡堂書店"
"電灯と浦島","槇村浩","「槇村浩全集」平凡堂書店"
"長靴","槇村浩","「槇村浩全集」平凡堂書店"
"入所時感想録","槇村浩","「槇村浩全集」平凡堂書店"
"螢","槇村浩","「槇村浩全集」平凡堂書店"
"母校を去るにのぞみて","槇村浩","「槇村浩全集」平凡堂書店"
"松の影","槇村浩","「槇村浩全集」平凡堂書店"
"郵便さん","槇村浩","「槇村浩全集」平凡堂書店"
"夢御殿","槇村浩","「槇村浩全集」平凡堂書店"
"養蚕の歌","槇村浩","「槇村浩全集」平凡堂書店"
"私は紙である","槇村浩","「槇村浩全集」平凡堂書店"
"我々は牢獄で何をなすべきか","槇村浩","「槇村浩全集」平凡堂書店"
"ハイカラさんとムカシさん","槇村浩","「槇村浩全集」平凡堂書店"
"ポスト","槇村浩","「槇村浩全集」平凡堂書店"
"あるひとに","森川義信","「増補森川義信詩集」国文社"
"海","森川義信","「増補森川義信詩集」国文社"
"季節","森川義信","「増補森川義信詩集」国文社"
"冬・断章","森川義信","「増補森川義信詩集」国文社"
"冬","〔花の咲かない〕","「増補森川義信詩集」国文社"
"心理學","矢田部達郎","「哲學研究入門」小石川書房"
"馬車","渡久山水鳴","「沖縄文学全集第1巻詩※」国書刊行会"
"哀歌","森川義信","「増補森川義信詩集」国文社"
"雨","森川義信","「増補森川義信詩集」国文社"
"雨の日","森川義信","「増補森川義信詩集」国文社"
"あるるかんの死","森川義信","「増補森川義信詩集」国文社"
"雨の出発","森川義信","「増補森川義信詩集」国文社"
"断章","森川義信","「増補森川義信詩集」国文社"
"冬の夜の歌","森川義信","「増補森川義信詩集」国文社"
"衢路","森川義信","「増補森川義信詩集」国文社"
"廃園","森川義信","「増補森川義信詩集」国文社"
"廃園","※［＃始め二重山括弧、1-1-52］断片※［＃終わり二重山括弧、1-1-53］","「増補森川義信詩集」国文社"
"春","〔春の帽子を〕","「増補森川義信詩集」国文社"
"春","〔風船に〕","「増補森川義信詩集」国文社"
"壁","森川義信","「増補森川義信詩集」国文社"
"季節抄","〔葩束を編みながら〕","「増補森川義信詩集」国文社"
"季節抄","〔梢が〕","「増補森川義信詩集」国文社"
"勾配","森川義信","「増補森川義信詩集」国文社"
"衢","森川義信","「増補森川義信詩集」国文社"
"衢にて","森川義信","「増補森川義信詩集」国文社"
"虚しい街","森川義信","「増補森川義信詩集」国文社"
"眠り","森川義信","「増補森川義信詩集」国文社"
"習作","森川義信","「増補森川義信詩集」国文社"
"歌のない歌","※［＃始め二重山括弧、1-1-52］夕暮に※［＃終わり二重山括弧、1-1-53］","「増補森川義信詩集」国文社"
"巽軒先生喜壽の祝辭","中島徳藏","「井上先生喜壽記念文集」冨山房"
"井上先生","西田幾多郎","「井上先生喜壽記念文集」冨山房"
"哲學と哲學史","桑木嚴翼","「井上先生喜壽記念文集」冨山房"
"星","〔星は夢の様に〕","「増補森川義信詩集」国文社"
"冬","〔義足のごとく〕","「増補森川義信詩集」国文社"
"風","森川義信","「増補森川義信詩集」国文社"
"樹樹","森川義信","「増補森川義信詩集」国文社"
"残像","森川義信","「増補森川義信詩集」国文社"
"（上等兵安藤孝雄を憶ふ）","森川義信","「増補森川義信詩集」国文社"
"（無題）","森川義信","「増補森川義信詩集」国文社"
"高館","―七月の旅の思ひ出―","「増補森川義信詩集」国文社"
"高館","―平泉の思ひ出より―","「増補森川義信詩集」国文社"
"愁思","山口芳光","「沖縄文学全集第1巻詩※」国書刊行会"
"サガニー耕地より","上里春生","「沖縄文学全集第1巻詩※」国書刊行会"
"或る月夜に","上里春生","「沖縄文学全集第1巻詩※」国書刊行会"
"旅","森川義信","「増補森川義信詩集」国文社"
"アカホの木","泉芳朗","「沖縄文学全集第1巻詩※」国書刊行会"
"生地売り","泉芳朗","「沖縄文学全集第1巻詩※」国書刊行会"
"十二月の島だより","泉芳朗","「沖縄文学全集第1巻詩※」国書刊行会"
"日曜演奏後","仲村渠","「沖縄文学全集第1巻詩※」国書刊行会"
"特殊部落と通婚問題","喜田貞吉","「被差別部落とは何か」河出書房新社"
"沙門と屠児","喜田貞吉","「被差別部落とは何か」河出書房新社"
"『切支丹と旧エタ』について","喜田貞吉","「被差別部落とは何か」河出書房新社"
"湯川博士の受賞を祝す","長岡半太郎","「長岡半太郎隨筆集原子力時代の曙」朝日新聞社"
"秋の暮","西東三鬼","「日本の名随筆72夜」作品社"
"女靴下の話","西東三鬼","「日本の名随筆80艶」作品社"
"美女","西東三鬼","「日本の名随筆69男」作品社"
"蘭郁二郎氏の処女作","――「夢鬼」を読みて――","「大倉※子探偵小説選」論創社"
"アンケート","大倉※［＃「火＋華」、第3水準1-87-62］子","「大倉※子探偵小説選」論創社"
"和製椿姫","大倉※［＃「火＋華」、第3水準1-87-62］子","「大倉※子探偵小説選」論創社"
"最初の印象","大倉※［＃「火＋華」、第3水準1-87-62］子","「大倉※子探偵小説選」論創社"
"今年の抱負","大倉※［＃「火＋華」、第3水準1-87-62］子","「大倉※子探偵小説選」論創社"
"信濃の山女魚の魅力","葉山嘉樹","「日本の名随筆4釣」作品社"
"ある歴史に就て","今野大力","「今野大力作品集」新日本出版社"
"楔を打つ男","今野大力","「今野大力作品集」新日本出版社"
"三角の赤色旗","今野大力","「今野大力作品集」新日本出版社"
"土の上で","――私が私自身に言う言葉――","「今野大力作品集」新日本出版社"
"星と過去","今野大力","「今野大力作品集」新日本出版社"
"村へ行く","鶴彬","「手と足をもいだ丸太にしてかえし現代仮名遣い版鶴彬全川柳」邑書林"
"ある夜","竹内浩三","「竹内浩三全作品集日本が見えない全1巻」藤原書店"
"ぼくもいくさに征くのだけれど","竹内浩三","「竹内浩三全作品集日本が見えない全1巻」藤原書店"
"望郷","竹内浩三","「竹内浩三全作品集日本が見えない全1巻」藤原書店"
"鈍走記","竹内浩三","「竹内浩三全作品集日本が見えない全1巻」藤原書店"
"白い雲","竹内浩三","「竹内浩三全作品集日本が見えない全1巻」藤原書店"
"兵営の桜","竹内浩三","「竹内浩三全作品集日本が見えない全1巻」藤原書店"
"三ツ星さん","竹内浩三","「竹内浩三全作品集日本が見えない全1巻」藤原書店"
"おもちゃの汽車","竹内浩三","「竹内浩三全作品集日本が見えない全1巻」藤原書店"
"こん畜生","竹内浩三","「竹内浩三全作品集日本が見えない全1巻」藤原書店"
"大正文化概論","竹内浩三","「竹内浩三全作品集日本が見えない全1巻」藤原書店"
"手紙","竹内浩三","「竹内浩三全作品集日本が見えない全1巻」藤原書店"
"金がきたら","竹内浩三","「竹内浩三全作品集日本が見えない全1巻」藤原書店"
"愚の旗","竹内浩三","「竹内浩三全作品集日本が見えない全1巻」藤原書店"
"雨","竹内浩三","「竹内浩三全作品集日本が見えない全1巻」藤原書店"
"空をかける","竹内浩三","「竹内浩三全作品集日本が見えない全1巻」藤原書店"
"うたうたいは","竹内浩三","「竹内浩三全作品集日本が見えない全1巻」藤原書店"
"北海に","竹内浩三","「竹内浩三全作品集日本が見えない全1巻」藤原書店"
"チャイコフスキイのトリオ","竹内浩三","「竹内浩三全作品集日本が見えない全1巻」藤原書店"
"メンデルスゾーンのヴァイオリンコンチェルト","竹内浩三","「竹内浩三全作品集日本が見えない全1巻」藤原書店"
"トスカニニのエロイカ","竹内浩三","「竹内浩三全作品集日本が見えない全1巻」藤原書店"
"海","竹内浩三","「竹内浩三全作品集日本が見えない全1巻」藤原書店"
"町角の飯屋で","竹内浩三","「竹内浩三全作品集日本が見えない全1巻」藤原書店"
"よく生きてきたと思う","竹内浩三","「竹内浩三全作品集日本が見えない全1巻」藤原書店"
"YAMA","竹内浩三","「竹内浩三全作品集日本が見えない全1巻」藤原書店"
"入営のことば","竹内浩三","「竹内浩三全作品集日本が見えない全1巻」藤原書店"
"人生","竹内浩三","「竹内浩三全作品集日本が見えない全1巻」藤原書店"
"骨のうたう（原型）","竹内浩三","「竹内浩三全作品集日本が見えない全1巻」藤原書店"
"夕焼け","竹内浩三","「竹内浩三全作品集日本が見えない全1巻」藤原書店"
"鈍走記（草稿）","竹内浩三","「竹内浩三全作品集日本が見えない全1巻」藤原書店"
"帰還","竹内浩三","「竹内浩三全作品集日本が見えない全1巻」藤原書店"
"東京","竹内浩三","「竹内浩三全作品集日本が見えない全1巻」藤原書店"
"夜汽車の中で","竹内浩三","「竹内浩三全作品集日本が見えない全1巻」藤原書店"
"雲","竹内浩三","「竹内浩三全作品集日本が見えない全1巻」藤原書店"
"七月の水玉","片岡義男","「七月の水玉」文藝春秋"
"日本の庭","室生犀星","「世界教養全集別巻1日本随筆・随想集」平凡社"
"乱歩氏と私と","野村胡堂","「江戸川乱歩日本探偵小説事典」河出書房新社"
"春夫と旅行できなかつた話","太宰治","「太宰治全集11」筑摩書房"
"夢と文芸","柳田國男","「日本の名随筆14夢」作品社"
"チギウィンクルおばさんのはなし","THE TALE OF MRS. TIGGY-WINKLE","翻訳の Beatrix Potter (1905) ""The Tale of Mrs. Tiggy-Winkle"""
"つりびとジェレミーさんのはなし","THE TALE OF MR. JEREMY FISHER","翻訳のBeatrix Potter (1906) ""The Tale of Mr. Jeremy Fisher"""
"モペットちゃんのものがたり","THE STORY OF MISS MOPPET","翻訳のBeatrix Potter (1906) ""The Story of Miss Moppet"""
"ねこぬこタムのはなし","THE TALE OF TOM KITTEN","翻訳のBeatrix Potter (1907) ""The Tale of Tom Kitten"""
"みずかきジェマイマのはなし","THE TALE OF JEMIMA PUDDLE-DUCK","翻訳のBeatrix Potter (1908) ""The Tale of Jemima Puddle-Duck"""
"おねずみおばさんのはなし","THE TALE OF MRS. TITTLEMOUSE","翻訳のBeatrix Potter (1910) ""The Tale of Mrs. Tittlemouse"""
"つまさきチミーのはなし","THE TALE OF TIMMY TIPTOES","翻訳のBeatrix Potter (1911) ""The Tale of Timmy Tiptoes"""
"まちねずジョニーのはなし","THE TALE OF JOHNNY TOWN-MOUSE","翻訳のBeatrix Potter (1918) ""The Tale of Johnny Town-Mouse"""
"あップルパイを","ケイト・グリーナウェイ　え","翻訳の Kate Greenaway (1886) ""A Apple Pie"""
"えほんのアリス","THE NURSERY ""ALICE""","翻訳のLewis Carroll (1890) ""The Nursery 'Alice'"""
"ババールとサンタのおじさん","BABAR ET LE PERE NOEL","翻訳の Jean de Brunhoff (1936/1941) ""〔Babar Et Le Pe`re Noe:l〕"""
"サンタクロースがやってきた","ヘンリ・リヴィングストンJr.　ぶん","翻訳の Henry Livingston Jr. (1823) ""Account of Visit from St. Nicholas"""
"断腸亭日乗","断膓亭日記巻之四大正九年歳次庚申","「荷風全集第二十一巻」岩波書店"
"鮎ははらわた","北大路魯山人","「魯山人味道」中公文庫、中央公論社"
"鮑の水貝","北大路魯山人","「魯山人味道」中公文庫、中央公論社"
"東京で自慢の鮑","北大路魯山人","「魯山人味道」中公文庫、中央公論社"
"お茶漬けの味","北大路魯山人","「魯山人味道」中公文庫、中央公論社"
"昆布とろの吸い物","北大路魯山人","「魯山人味道」中公文庫、中央公論社"
"三州仕立て小蕪汁","北大路魯山人","「魯山人味道」中公文庫、中央公論社"
"塩鮭・塩鱒の茶漬け","北大路魯山人","「魯山人味道」中公文庫、中央公論社"
"茶碗蒸し","北大路魯山人","「魯山人味道」中公文庫、中央公論社"
"てんぷらの茶漬け","北大路魯山人","「魯山人味道」中公文庫、中央公論社"
"海苔の茶漬け","北大路魯山人","「魯山人味道」中公文庫、中央公論社"
"美食と人生","北大路魯山人","「魯山人味道」中公文庫、中央公論社"
"芳賀君を悼みて","上田萬年","「近代作家追悼文集成第二十一巻」ゆまに書房"
"生活の古典化に努められた先生","折口信夫","「近代作家追悼文集成第二十一巻」ゆまに書房"
"芳賀先生と日本主義","高橋龍雄","「近代作家追悼文集成第二十一巻」ゆまに書房"
"芳賀博士","佐佐木信綱","「近代作家追悼文集成第二十一巻」ゆまに書房"
"あなたの顔","仲村渠","「沖縄文学全集第1巻詩※」国書刊行会"
"月下市街図","仲村渠","「沖縄文学全集第1巻詩※」国書刊行会"
"詩と詩集","仲村渠","「沖縄文学全集第1巻詩※」国書刊行会"
"夜","仲村渠","「沖縄文学全集第1巻詩※」国書刊行会"
"伏兵","仲村渠","「沖縄文学全集第1巻詩※」国書刊行会"
"明るい顔","仲村渠","「沖縄文学全集第1巻詩※」国書刊行会"
"五月よ","仲村渠","「沖縄文学全集第1巻詩※」国書刊行会"
"晴天","仲村渠","「沖縄文学全集第1巻詩※」国書刊行会"
"頂上","仲村渠","「沖縄文学全集第1巻詩※」国書刊行会"
"郷愁","仲村渠","「沖縄文学全集第1巻詩※」国書刊行会"
"月あかり","仲村渠","「沖縄文学全集第1巻詩※」国書刊行会"
"蹠","仲村渠","「沖縄文学全集第1巻詩※」国書刊行会"
"最後の手紙","仲村渠","「沖縄文学全集第1巻詩※」国書刊行会"
"某","仲村渠","「沖縄文学全集第1巻詩※」国書刊行会"
"服装","仲村渠","「沖縄文学全集第1巻詩※」国書刊行会"
"織部という陶器","北大路魯山人","「魯山人陶説」中公文庫、中央公論新社"
"古唐津","北大路魯山人","「魯山人陶説」中公文庫、中央公論新社"
"瀬戸・美濃瀬戸発掘雑感","北大路魯山人","「魯山人陶説」中公文庫、中央公論社"
"瀬戸黒の話","北大路魯山人","「魯山人陶説」中公文庫、中央公論新社"
"魂を刳る美","北大路魯山人","「魯山人陶説」中公文庫、中央公論社"
"陶器鑑賞について","北大路魯山人","「魯山人陶説」中公文庫、中央公論新社"
"備前焼","北大路魯山人","「魯山人陶説」中公文庫、中央公論新社"
"料理と器物","北大路魯山人","「魯山人陶説」中公文庫、中央公論新社"
"非名誉教授の弁","和辻哲郎","「和辻哲郎全集第二十巻」岩波書店"
"くせ","吉川英治","「日本の名随筆別巻35七癖」作品社"
"俗即菩提","吉川英治","「日本の名随筆別巻80競馬」作品社"
"短く語る『本の未来』","富田倫生","「讀賣新聞大阪本社版夕刊」"
"猿の演説","山本宣治","「現代日本記録全集12社会と事件」筑摩書房"
"河井寛次郎近作展の感想","北大路魯山人","「魯山人陶説」中公文庫、中央公論新社"
"青年よ師を無数に択べ","北大路魯山人","「魯山人陶説」中公文庫、中央公論新社"
"掘出しは病気の元","北大路魯山人","「魯山人陶説」中公文庫、中央公論新社"
"魯山人家蔵百選序","北大路魯山人","「魯山人陶説」中公文庫、中央公論新社"
"魯山人作陶百影序","北大路魯山人","「魯山人陶説」中公文庫、中央公論新社"
"物のかたちのバラッド","片岡義男","「物のかたちのバラッド」アメーバブックス"
"小島の春","序","「小島の春」長崎出版"
"小島の春","序","「小島の春」長崎出版"
"沖縄帰郷始末記","山之口貘","「山之口貘詩文集」講談社文芸文庫、講談社"
"おきなわやまとぐち","山之口貘","「山之口貘詩文集」講談社文芸文庫、講談社"
"声をあげて泣く","――私の処女出版","「山之口貘詩文集」講談社文芸文庫、講談社"
"自伝","山之口貘","「山之口貘詩文集」講談社文芸文庫、講談社"
"装幀の悩み","山之口貘","「山之口貘詩文集」講談社文芸文庫、講談社"
"つまり詩は亡びる","山之口貘","「山之口貘詩文集」講談社文芸文庫、講談社"
"夏向きの一夜","山之口貘","「山之口貘詩文集」講談社文芸文庫、講談社"
"暴風への郷愁","山之口貘","「山之口貘詩文集」講談社文芸文庫、講談社"
"心の故郷","正宗白鳥","「日本の名随筆13心」作品社"
"花より団子","正宗白鳥","「日本の名随筆65桜」作品社"
"LEONARDO DA VINCI","August von Platen","「上田敏全訳詩集」岩波文庫、岩波書店"
"ITALIA","August von Platen","「上田敏全訳詩集」岩波文庫、岩波書店"
"春夜","アルフレッド・ドゥ・ミュッセ　Alfred de Musset","「上田敏全訳詩集」岩波文庫、岩波書店"
"食品とその混ぜ物処理","FOOD AND ITS ADULTERATIONS; ANALYTICAL SANITARY COMMISSION OF ""THE LANCET""","Arthur Hill Hassall, ""FOOD AND ITS ADULTERATIONS; ANALYTICAL SANITARY COMMISSION OF ""THE LANCET"""" (1855)"
"再び「科学の歴史的社会的制約」に就いて","――岡邦雄氏に答える――","「戸坂潤全集別巻」勁草書房"
"学生の技能と勤労大衆","戸坂潤","「戸坂潤全集別巻」勁草書房"
"思想議会たるを知れ","戸坂潤","「戸坂潤全集別巻」勁草書房"
"私の見た大学","戸坂潤","「戸坂潤全集別巻」勁草書房"
"日本の頭脳調べ","――特に自然科学者に就て――","「戸坂潤全集別巻」勁草書房"
"友情に関係あるエッセイ","戸坂潤","「戸坂潤全集別巻」勁草書房"
"学界の純粋支持者として","戸坂潤","「戸坂潤全集別巻」勁草書房"
"唯物論とファッシズム","戸坂潤","「戸坂潤全集別巻」勁草書房"
"啓蒙の現代的意味と役割とについて","戸坂潤","「戸坂潤全集別巻」勁草書房"
"日本文化の特殊性","戸坂潤","「戸坂潤全集別巻」勁草書房"
"〔付〕唯物論研究に就て（戸坂潤手記）","戸坂潤","「戸坂潤全集別巻」勁草書房"
"夜に就て","立原道造","「立原道造全集第3卷物語」角川書店"
"断腸亭日乗","断腸亭日記巻之五大正十年歳次辛酉","「荷風全集第二十一巻」岩波書店"
"ねっこうまれのこびとたち","ETWAS VON DEN WURZELKINDERN","翻訳のSibylle von Olfers (1906) ""Etwas von den Wurzelkindern"""
"思想動員論","戸坂潤","「戸坂潤全集第五巻」勁草書房"
"社大党はファッショ化したか？","戸坂潤","「戸坂潤全集第五巻」勁草書房"
"戦争ジャーナリスト論","戸坂潤","「戸坂潤全集第五巻」勁草書房"
"挙国一致体制と国民生活","戸坂潤","「戸坂潤全集第五巻」勁草書房"
"近衛内閣の常識性","戸坂潤","「戸坂潤全集第五巻」勁草書房"
"一九三七年を送る日本","戸坂潤","「戸坂潤全集第五巻」勁草書房"
"ツイテイツタテフテフ","新美南吉","「校定新美南吉全集第四巻」大日本図書"
"ひよりげた","新美南吉","「校定新美南吉全集第四巻」大日本図書"
"所謂批評の「科学性」についての考察","戸坂潤","「戸坂潤全集第四巻」勁草書房"
"認識論としての文芸学","戸坂潤","「戸坂潤全集第四巻」勁草書房"
"日本の民衆と「日本的なるもの」","戸坂潤","「戸坂潤全集第四巻」勁草書房"
"安達ヶ原の鬼婆々（餘白録）","喜田貞吉","「東北文化研究第一卷第一號」史誌出版社"
"〔喜田申す〕","喜田貞吉","「東北文化研究第一卷第二號」史誌出版社"
"安達ヶ原の鬼婆々異考","中山太郎","「東北文化研究第一卷第二號」史誌出版社"
"歌う白骨","THE ECHO OF A MUTINY","「世界推理小説全集二十九巻ソーンダイク博士」東京創元社"
"オスカー・ブロズキー事件","THE CASE OF OSCAR BRODSKI","「世界推理小説全集二十九巻ソーンダイク博士」東京創元社"
"PANTOMIME","富永太郎","「富永太郎詩集」現代詩文庫、思潮社"
"AU RIMBAUD","富永太郎","「富永太郎詩集」現代詩文庫、思潮社"
"焦燥","富永太郎","「富永太郎詩集」現代詩文庫、思潮社"
"手","富永太郎","「富永太郎詩集」現代詩文庫、思潮社"
"晩春小曲","富永太郎","「富永太郎詩集」現代詩文庫、思潮社"
"ゆふべみた夢（Etude）","富永太郎","「富永太郎詩集」現代詩文庫、思潮社"
"百鬼園讃","百田宗治","「囘想内田百間」津輕書房"
"人生・文章習練の書","恩地孝四郎","「囘想内田百間」津輕書房"
"ある時","今野大力","「今野大力作品集」新日本出版社"
"街の乞食","今野大力","「今野大力作品集」新日本出版社"
"夢と幻を見る家","今野大力","「今野大力作品集」新日本出版社"
"娘","今野大力","「今野大力作品集」新日本出版社"
"麦やきの日","今野大力","「今野大力作品集」新日本出版社"
"高窓に見える青空","……（ブタ箱にて）……","「今野大力作品集」新日本出版社"
"俺達の農民組合","今野大力","「今野大力作品集」新日本出版社"
"Ｓ療養所点景","今野大力","「今野大力作品集」新日本出版社"
"秋吹く風","今野大力","「今野大力作品集」新日本出版社"
"新らしいスローガンについて","今野大力","「今野大力作品集」新日本出版社"
"幼な子チビコ","今野大力","「今野大力作品集」新日本出版社"
"形象の献辞","今野大力","「今野大力作品集」新日本出版社"
"幸福を","今野大力","「今野大力作品集」新日本出版社"
"色彩","今野大力","「今野大力作品集」新日本出版社"
"今日もまた","今野大力","「今野大力作品集」新日本出版社"
"こころ","今野大力","「今野大力作品集」新日本出版社"
"自然教徒","今野大力","「今野大力作品集」新日本出版社"
"豌豆畑","今野大力","「今野大力作品集」新日本出版社"
"小林虐殺一周忌二月二十日","今野大力","「今野大力作品集」新日本出版社"
"死んだ妹に寄せて","今野大力","「今野大力作品集」新日本出版社"
"立すくむ","今野大力","「今野大力作品集」新日本出版社"
"姉へ","今野大力","「今野大力作品集」新日本出版社"
"ある夜、ある宵","今野大力","「今野大力作品集」新日本出版社"
"狂人と鏡","今野大力","「今野大力作品集」新日本出版社"
"三月の自然","今野大力","「今野大力作品集」新日本出版社"
"泣きながら眠った子","今野大力","「今野大力作品集」新日本出版社"
"白光礼讃","今野大力","「今野大力作品集」新日本出版社"
"ヌタプカムシペ山脈の畔り","今野大力","「今野大力作品集」新日本出版社"
"夕べの曲","今野大力","「今野大力作品集」新日本出版社"
"写真（北満の土産）その二","今野大力","「今野大力作品集」新日本出版社"
"羅漢寺","今野大力","「今野大力作品集」新日本出版社"
"もうおそい","今野大力","「今野大力作品集」新日本出版社"
"私の病室の報告","今野大力","「今野大力作品集」新日本出版社"
"宵の星","今野大力","「今野大力作品集」新日本出版社"
"夕ぐれの明るさに憶う","今野大力","「今野大力作品集」新日本出版社"
"猛炎","今野大力","「今野大力作品集」新日本出版社"
"街の子等","今野大力","「今野大力作品集」新日本出版社"
"北海の夜","今野大力","「今野大力作品集」新日本出版社"
"瘋癲病舎","今野大力","「今野大力作品集」新日本出版社"
"東方の窓辺にて","今野大力","「今野大力作品集」新日本出版社"
"闘士の恋の歌","今野大力","「今野大力作品集」新日本出版社"
"東郷大将と彼","今野大力","「今野大力作品集」新日本出版社"
"楽しい会合","今野大力","「今野大力作品集」新日本出版社"
"信疑の魔女","今野大力","「今野大力作品集」新日本出版社"
"「白秋詩集」序","北原白秋","「白秋全集3」岩波書店"
"「白秋詩集」第一巻解題","北原白秋","「白秋全集3」岩波書店"
"「白秋詩集」第二巻解題","北原白秋","「白秋全集3」岩波書店"
"夢","和辻哲郎","「和辻哲郎全集補遺」岩波書店"
"音楽と世態","中原中也","「新編中原中也全集第四巻評論・小説」角川書店"
"菊岡久利著「貧時交」","中原中也","「新編中原中也全集第四巻評論・小説」角川書店"
"近時詩壇寸感","中原中也","「新編中原中也全集第四巻評論・小説」角川書店"
"作家と孤独","中原中也","「新編中原中也全集第四巻評論・小説」角川書店"
"宮沢賢治全集","中原中也","「新編中原中也全集第四巻評論・小説」角川書店"
"宮沢賢治全集刊行に際して","中原中也","「新編中原中也全集第四巻評論・小説」角川書店"
"宮沢賢治の詩","中原中也","「新編中原中也全集第四巻評論・小説」角川書店"
"山羊の言","中原中也","「新編中原中也全集第四巻評論・小説」角川書店"
"感想","中原中也","「新編中原中也全集第四巻評論・小説」角川書店"
"草野心平詩集『母岩』","中原中也","「新編中原中也全集第四巻評論・小説」角川書店"
"書信","中原中也","「新編中原中也全集第四巻評論・小説」角川書店"
"逝ける辻野君","中原中也","「新編中原中也全集第四巻評論・小説」角川書店"
"萩原朔太郎評論集無からの抗争","中原中也","「新編中原中也全集第四巻評論・小説」角川書店"
"感情喪失時代","中原中也","「新編中原中也全集第四巻評論・小説」角川書店"
"詩と詩人","中原中也","「新編中原中也全集第四巻評論・小説」角川書店"
"詩論","中原中也","「新編中原中也全集第四巻評論・小説」角川書店"
"近頃芸術の不振を論ず","中原中也","「新編中原中也全集第四巻評論・小説」角川書店"
"文学に関係のない文学者","中原中也","「新編中原中也全集第四巻評論・小説」角川書店"
